id,name,card_type,color,cost,life,effect,type,counter,power,attribute,block,collection_name,collection_id,trigger,trigger_effect
ST23-002,Shanks,Character,Red,9,NULL,"If your opponent has a Character with 8000 base power or more, give this card in your hand −3 cost. || [On Play] If your Leader has the {Red-Haired Pirates} type or is [Uta], your Leader gains +2000 power until the end of your opponent's next End Phase.",The Four Emperors/Red-Haired Pirates,NULL,10000,Slash,Block 3,RED Shanks,NULL,False,NULL
ST23-003,Benn.Beckman,Character,Red,4,NULL,"[On Play] You may trash 1 card from your hand: If your Leader has the {Red-Haired Pirates} type, K.O. up to 1 of your opponent's Characters with 4000 base power or less.",Red-Haired Pirates,NULL,5000,Ranged,Block 3,RED Shanks,NULL,False,NULL
ST23-004,Monkey.D.Luffy,Character,Red,1,NULL,[Activate: Main] You may rest 1 of your DON!! cards and this Character: Give up to 1 of your opponent's Characters −1000 power during this turn.,FILM/Supernovas/Straw Hat Crew,NULL,2000,Strike,Block 3,RED Shanks,NULL,False,NULL
ST23-005,Yasopp,Character,Red,1,NULL,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,Red-Haired Pirates,NULL,1000,Ranged,Block 3,RED Shanks,NULL,False,NULL
ST24-001,"Capone""Gang""Bege",Character,Green,2,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] If you have 6 or more rested cards, draw 1 card and trash 1 card from your hand.",Supernovas/Firetank Pirates,NULL,1000,Ranged,Block 3,GREEN Jewelry Bonney,NULL,False,NULL
ST24-002,Kid & Killer,Character,Green,2,NULL,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. || [On Your Opponent's Attack] You may trash this Character: Set up to 1 of your DON!! cards as active.",Supernovas/Kid Pirates,NULL,2000,Slash/Special,Block 3,GREEN Jewelry Bonney,NULL,False,NULL
ST24-003,Basil Hawkins,Character,Green,4,NULL,[End of Your Turn] Set up to 1 of your DON!! cards as active.,Supernovas/Hawkins Pirates,NULL,4000,Slash,Block 3,GREEN Jewelry Bonney,NULL,False,NULL
ST24-004,Law & Bepo,Character,Green,0,NULL,"[On Play] Rest up to 1 of your opponent's Characters and that Character will not become active in your opponent's next Refresh Phase. Then, if your opponent has 2 or more rested Characters, your Leader gains +2000 power until the end of your opponent's next End Phase.",Minks/Supernovas/Heart Pirates,NULL,11000,Slash/Strike,Block 3,GREEN Jewelry Bonney,NULL,False,NULL
ST24-005,X.Drake,Character,Green,5,NULL,"[On Play] If your Leader has the {Supernovas} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn.",Supernovas/Navy/Drake Pirates,NULL,5000,Slash,Block 3,GREEN Jewelry Bonney,NULL,False,NULL
ST25-001,Alvida,Character,Blue,4,NULL,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains +1 cost. || [On Play] If your Leader is [Buggy], draw 3 cards and trash 2 cards from your hand.",Cross Guild,NULL,5000,Strike,Block 3,BLUE Buggy,NULL,False,NULL
ST25-002,Cabaji,Character,Blue,4,NULL,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains [Blocker] and +1 cost. || (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [Opponent's Turn] This Character gains +5000 power.",Cross Guild,NULL,1000,Slash,Block 3,BLUE Buggy,NULL,False,NULL
ST25-003,Crocodile & Mihawk,Character,Blue,8,NULL,"[On Play] Draw 2 cards and trash 1 card from your hand. Then, play up to 1 {Cross Guild} type Character card with a cost of 4 or less from your hand. || [Once Per Turn] If your {Cross Guild} type Character would be removed from the field by your opponent's effect, you may trash 1 card from your hand instead.",Cross Guild/Former Baroque Works,NULL,7000,Slash/Special,Block 3,BLUE Buggy,NULL,False,NULL
ST25-004,Buggy,Character,Blue,4,NULL,"[Activate: Main] You may trash 1 card from your hand and trash this Character: If your Leader is [Buggy], play up to 1 {Cross Guild} type Character card with a cost of 6 or less from your hand.",The Four Emperors/Cross Guild,NULL,1000,Slash,Block 3,BLUE Buggy,NULL,False,NULL
ST25-005,Mohji,Character,Blue,4,NULL,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains [Blocker] and +1 cost. || (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On K.O.] If your Leader is [Buggy] and you have 3 or less cards in your hand, draw 1 card.",Cross Guild,NULL,1000,Wisdom,Block 3,BLUE Buggy,NULL,False,NULL
ST26-001,Soba Mask,Character,Purple,7,NULL,"If you have a [San-Gorou] or [Sanji] Character with 7000 base power or more, give this card in your hand −5 cost. || [On Play] Return all of your [San-Gorou] and [Sanji] Characters to the owner's hand.",Straw Hat Crew,NULL,9000,Strike,Block 3,PURPLE/BLACK Monkey.D.Luffy,NULL,False,NULL
ST26-002,Tony Tony.Chopper,Character,Purple,3,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's DON!! cards or Characters with a cost of 1 or less.",Animal/Straw Hat Crew,NULL,4000,Wisdom,Block 3,PURPLE/BLACK Monkey.D.Luffy,NULL,False,NULL
ST26-003,Nico Robin,Character,Purple,3,NULL,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Add up to 1 DON!! card from your DON!! deck and set it as active.,Straw Hat Crew,NULL,4000,Strike,Block 3,PURPLE/BLACK Monkey.D.Luffy,NULL,False,NULL
ST26-004,General Franky,Character,Purple,8,NULL,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 2 of your opponent's Characters −2000 power during this turn.,Straw Hat Crew,NULL,10000,Ranged,Block 3,PURPLE/BLACK Monkey.D.Luffy,NULL,False,NULL
ST26-005,Monkey.D.Luffy,Character,Purple,6,NULL,"[On Play]/[When Attacking] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader is multicolored and your opponent has 5 or more DON!! cards on their field, your {Straw Hat Crew} type Leader's base power becomes 7000 until the end of your opponent's next End Phase.",Straw Hat Crew,NULL,7000,Strike,Block 3,PURPLE/BLACK Monkey.D.Luffy,NULL,False,NULL
ST27-001,Avalo Pizarro,Character,Black,1,NULL,"[Activate: Main] [Once Per Turn] You may rest 1 of your [Fullalead] cards: If your Leader has the {Blackbeard Pirates} type, this Character gains +4000 power during this turn. || [On K.O.] Draw 1 card.",Blackbeard Pirates,NULL,1000,Special,Block 3,BLACK Marshall.D.Teach,NULL,False,NULL
ST27-002,Catarina Devon,Character,Black,1,NULL,"[Activate: Main] You may trash this Character: If your Leader has the {Blackbeard Pirates} type, give up to 1 of your opponent's Characters −1 cost during this turn. || [On K.O.] Draw 1 card.",Blackbeard Pirates,NULL,1000,Special,Block 3,BLACK Marshall.D.Teach,NULL,False,NULL
ST27-003,Kuzan,Character,Black,6,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On K.O.] Play up to 1 {Blackbeard Pirates} type Character card with a cost of 5 or less from your trash rested.",Blackbeard Pirates/Former Navy,NULL,6000,Special,Block 3,BLACK Marshall.D.Teach,NULL,False,NULL
ST27-004,Sanjuan.Wolf,Character,Black,4,NULL,"If your Leader has the {Blackbeard Pirates} type, this Character gains [Blocker] and +1 cost for every 4 cards in your trash. || (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] Trash 1 card from your hand.",Giant/Blackbeard Pirates,NULL,6000,Strike,Block 3,BLACK Marshall.D.Teach,NULL,False,NULL
ST27-005,Marshall.D.Teach,Character,Black,7,NULL,[Activate: Main] You may rest this Character: K.O. up to 1 Character with a cost of 3 or less. || [On K.O.] Add up to 1 black card from your trash to your hand.,The Four Emperors/Blackbeard Pirates,NULL,8000,Special,Block 3,BLACK Marshall.D.Teach,NULL,False,NULL
ST28-001,Ashura Doji,Character,Yellow,3,NULL,"[On Play] If your Leader has the {Land of Wano} type and your opponent has 3 or more Life cards, K.O. up to 1 of your opponent's Characters with a base cost of 5 or less.",Land of Wano/The Akazaya Nine,NULL,3000,Slash,Block 3,GREEN/YELLOW Yamato,NULL,False,NULL
ST28-002,Izo,Character,Yellow,2,NULL,[DON!! x2] This Character gains [Blocker]. || [On Play] Your {Land of Wano} type Leader gains [Banish] during this turn.,Land of Wano/Former Whitebeard Pirates,NULL,1000,Ranged,Block 3,GREEN/YELLOW Yamato,NULL,False,NULL
ST28-003,Kin'emon,Character,Yellow,4,NULL,,Land of Wano/The Akazaya Nine,NULL,5000,Slash,Block 3,GREEN/YELLOW Yamato,NULL,True,"If your Leader has the {Land of Wano} type and your opponent has 3 or less Life cards, play this card."
ST28-004,Kouzuki Momonosuke,Character,Yellow,6,NULL,"[Your Turn] If you have 2 or less Life cards, your Leader gains +1000 power. || [Activate: Main] [Once Per Turn] You may return 2 total of your currently given DON!! cards to your cost area rested: This Character gains [Rush] and +1000 power during this turn. || (This card can attack on the turn in which it is played.)",Land of Wano/Kouzuki Clan,NULL,7000,Slash,Block 3,GREEN/YELLOW Yamato,NULL,False,NULL
ST28-005,Yamato,Character,Yellow,1,NULL,"[DON!! x2] [Your Turn] This Character gains +3000 power. || [On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Land of Wano,NULL,0,Strike,Block 3,GREEN/YELLOW Yamato,NULL,False,NULL
ST29-001,Monkey.D.Luffy,Leader,Yellow,NULL,6,"[When Attacking] If you have 2 or less Life cards, draw 1 card and trash 1 card from your hand.",Egghead/The Four Emperors/Straw Hat Crew,NULL,5000,Strike,Block 4,Egghead,NULL,False,NULL
ST29-002,Usopp,Character,Yellow,3,NULL,[On Play]/[When Attacking] Rest up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,Egghead/Straw Hat Crew,NULL,4000,Ranged,Block 4,Egghead,NULL,False,NULL
ST29-003,Kaku,Character,Yellow,4,NULL,"If the number of your Life cards is equal to or less than the number of your opponent's Life cards, this Character gains +1000 power. ||  || [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",Egghead/CP0,NULL,5000,Slash,Block 4,Egghead,NULL,False,NULL
ST29-004,Sanji,Character,Yellow,4,NULL,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. ||  || [Trigger] You may trash 1 card from your hand: Play this card.",Egghead/Straw Hat Crew,NULL,5000,Strike,Block 4,Egghead,NULL,False,NULL
ST29-005,Jinbe,Character,Yellow,6,NULL,,Fish-Man/Egghead/Straw Hat Crew,NULL,5000,Strike,Block 4,Egghead,NULL,True,"If your Leader is [Monkey.D.Luffy], play this card."
ST29-006,Stussy,Character,Yellow,6,NULL,,Egghead,NULL,7000,Special,Block 4,Egghead,NULL,False,NULL
ST29-007,Tony Tony.Chopper,Character,Yellow,4,NULL,[On K.O.] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards. ||  || [Trigger] Up to 1 of your [Monkey.D.Luffy] cards gains +2000 power during this turn.,Animal/Egghead/Straw Hat Crew,NULL,5000,Wisdom,Block 4,Egghead,NULL,False,NULL
ST29-008,Nami,Character,Yellow,3,NULL,"If your {Egghead} type Character would be K.O.'d by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead. ||  || [Trigger] If your Leader is [Monkey.D.Luffy], play this card.",Egghead/Straw Hat Crew,NULL,1000,Special,Block 4,Egghead,NULL,False,NULL
ST29-009,Nico Robin,Character,Yellow,4,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) ||  || [Trigger] If your Leader is [Monkey.D.Luffy], play this card.",Egghead/Straw Hat Crew,NULL,2000,Strike,Block 4,Egghead,NULL,False,NULL
ST29-010,Franky,Character,Yellow,5,NULL,,Egghead/Straw Hat Crew,NULL,6000,Ranged,Block 4,Egghead,NULL,False,NULL
ST29-011,Brook,Character,Yellow,2,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Egghead/Straw Hat Crew,NULL,2000,Slash,Block 4,Egghead,NULL,False,NULL
ST29-012,Monkey.D.Luffy,Character,Yellow,1,NULL,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to 1 of your [Monkey.D.Luffy] cards. ||  || [Trigger] Play this card.,Egghead/The Four Emperors/Straw Hat Crew,NULL,0,Strike,Block 4,Egghead,NULL,False,NULL
ST29-013,Rob Lucci,Character,Yellow,5,NULL,,Egghead/CP0,NULL,6000,Strike,Block 4,Egghead,NULL,True,K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.
ST29-014,Roronoa Zoro,Character,Yellow,6,NULL,[Rush: Character] (This card can attack Characters on the turn in which it is played.) || [Activate: Main] [Once Per Turn] You may trash 1 card with a [Trigger] from your hand: Draw 1 card and give up to 1 rested DON!! card to your Leader or 1 of your Characters.,Egghead/Straw Hat Crew,NULL,8000,Slash,Block 4,Egghead,NULL,False,NULL
ST29-015,Raw Heat Strike,Event,Yellow,1,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 1 or less Life cards, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.",Egghead/Straw Hat Crew,NULL,NULL,NULL,Block 4,Egghead,NULL,True,Draw 1 card.
ST29-016,Kizaru!! Compared to Two Years Ago We're a Hundred Times Stronger Now!!,Event,Yellow,1,NULL,"[Main] Your [Monkey.D.Luffy] Leader gains [Unblockable] during this turn. (This card cannot be blocked.) [Counter] Your Leader gains +3000 power during this battle.",Egghead/The Four Emperors/Straw Hat Crew,NULL,NULL,NULL,Block 4,Egghead,NULL,False,NULL
ST29-017,Iai Death Lion Song,Event,Yellow,2,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",Egghead/Straw Hat Crew,NULL,NULL,NULL,Block 4,Egghead,NULL,True,Draw 2 cards and trash 1 card from your hand.
OP14-001,Trafalgar Law,Leader,Red,NULL,5,[Activate: Main] [Once Per Turn] Select 2 of your {Supernovas} or {Heart Pirates} type Characters. Swap the base power of the selected Characters with each other during this turn.,The Seven Warlords of the Sea/Supernovas/Heart Pirates,NULL,5000,Slash,Block 4,The Azure Sea's Seven,OP14,False,NULL
OP14-002,Urouge,Character,Red,3,NULL,"[When Attacking] If this Character has 5000 power or more, draw 1 card and K.O. up to 1 of your opponent's Characters with 3000 base power or less.",Supernovas/Fallen Monk Pirates,NULL,2000,Strike,Block 4,The Azure Sea's Seven,OP14,False,NULL
OP14-003,"Capone""Gang""Bege",Character,Red,1,NULL,This Character cannot be K.O.'d by effects of your opponent's Characters with 5000 base power or less.,Supernovas/Firetank Pirates,NULL,2000,Ranged,Block 4,The Azure Sea's Seven,OP14,False,NULL
OP14-004,Cavendish,Character,Red,2,NULL,"If this Character has 5000 power or more, this Character gains [Rush]. || (This card can attack on the turn in which it is played.)",Dressrosa/Supernovas/Beautiful Pirates,NULL,2000,Slash,Block 4,The Azure Sea's Seven,OP14,False,NULL
OP14-005,Killer,Character,Red,1,NULL,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,Supernovas/Kid Pirates,NULL,1000,Slash,Block 4,The Azure Sea's Seven,OP14,False,NULL
OP14-006,Shachi & Penguin,Character,Red,2,NULL,"[When Attacking] If this Character has 5000 power or more, give up to 1 of your opponent's Characters −2000 power during this turn.",Heart Pirates,NULL,2000,Ranged,Block 4,The Azure Sea's Seven,OP14,False,NULL
OP14-007,Jewelry Bonney,Character,Red,6,NULL,,Supernovas/Bonney Pirates,NULL,7000,Special,Block 4,The Azure Sea's Seven,OP14,False,NULL
